second,quic,tcp,orbit,pep,iw,loss
21.2,21103.26226146343,16317.76778488526,leo,1,"10,100,100,10",10^0
21.3,21124.905457358476,16345.759902720989,leo,1,"10,100,100,10",10^0
21.4,21144.399645932925,16372.14642103704,leo,1,"10,100,100,10",10^0
21.5,21170.999465209363,16400.2845668377,leo,1,"10,100,100,10",10^0
21.6,21195.514964975806,16424.631955865185,leo,1,"10,100,100,10",10^0
21.7,21214.766268489275,16452.048355345032,leo,1,"10,100,100,10",10^0
21.8,21232.78763752129,16474.143116446285,leo,1,"10,100,100,10",10^0
21.9,21252.37940826625,16503.750174671713,leo,1,"10,100,100,10",10^0
22.0,21265.51122269084,16521.57381229038,leo,1,"10,100,100,10",10^0
22.1,21289.725686704656,16553.540269738027,leo,1,"10,100,100,10",10^0
22.2,21302.96712753598,16589.340782248542,leo,1,"10,100,100,10",10^0
